address,city,country,date,description,lat,location,long,price,province,rooms,source,sqft,title,url
,,,2018-07-06T20:51:23-0700,"
        ,
Central location Tsawwassen , big size rooms to lease can be  furnished .,
Easy to commuter , one zone ticket to UBC ,
Walking to Tsawwassen outlet mall and town center,
Rent including internet and laundry,
Utility share by head with landlord ,
Available now    ",49.029787,"
        (",-123.077672,$680,,private room,Craigslist,/ 150ft,Tsawwassen central location big rooms garden entry level,https://vancouver.craigslist.ca/rds/roo/d/tsawwassen-central-location/6636587064.html
,,,2018-06-24T19:55:11-0700,"
        ,
Your our own Private Furnished room in a shared Luxury Condo ,
near UFV, transit, Hospital.,
preference for single male student.,
Small single room, single bed & bedding, desk, shelf, chair, TV, lamp, clock radio, closet.,
Includes Rent, Utilities, Internet, in-suite Laundry, in-suite gym, secure bike rack.,
Shared kitchen, Living room, patio, Bathroom.,
Non-smoker, no pets, clean, Quiet, No couples, no hard drugs,
Monthly Rent, $450., Refundable Damage Deposite - $225., Key Deposite - $75,
Meals also available, ask for details.,
Room is available end of August but may be available sooner.,
Rental application is required and can be found here:   ,
http://www.tenantsbc.ca/images/Rental%20Application.pdf,
Call  ,
 to speak directly with me.    ",49.038564, (Abbotsford),-122.30194,$450,,private room,Craigslist,/ 100ft,"Your First Place, UFV student, Gay friendly🏳️‍",https://vancouver.craigslist.ca/rds/roo/d/your-first-place-ufv-student/6626469019.html
,,,2018-07-05T10:38:29-0700,"
        ,
Room for rent share tayo sa basement. Filipino preferred.,
$450.00. Thanks.    ",49.1067, (Surrey),-122.8576,,,private room,Craigslist,,Room for rent - Filipino,https://vancouver.craigslist.ca/rds/roo/d/room-for-rent-filipino/6635134388.html
,,,2018-07-06T17:08:27-0700,"
        ,
If you see this ad it is available,
Beautiful spacious main floor home at over 1880 sqft,  recently  renovated and offers mountain views, spacious  backyard, double garage,,
3 huge bedrooms plus flax room that could be 4th bedroom or an office,
2 full bathrooms  ,
Living room and Family room are featured with 2 gas fireplaces,,
,
Spacious kitchen with top of the line stainless steel appliances, stone tile floor, and natural wood cabinets with an island;,
Sliding door gives you access to the covered balcony and to large backyard.,
Great location just minutes to Discovery Trail, public transportation, all levels of schools and the High Street Mall,
Garage plus driveway for 2 cars,
Month-by-month  agreement, $2350 plus utility (water, gas, electricity),
No smoking,
Pets to negotiate ,
,
 ,
 David (Call or text)    ",49.057811, (West Abbotsford),-122.360015,"$2,350",,/ 4br ,Craigslist, 1880ft,"4 bed , 2 full Bath Spacious House, convenient location",https://vancouver.craigslist.ca/rds/apa/d/4-bed-2-full-bath-spacious/6636469631.html
,,,2018-07-06T16:08:54-0700,"
        ,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,

,
,
,
,
,
,
,
,
,
,
,
,

,
,
,
,
,
,

,
,
,
,    ",49.189599, (Richmond - Ketcheson Road),-123.127513,"$2,275",,/ 2br ,Craigslist, 755ft,Concord Gardens Richmond New Community. Multiple 2 Bedrooms Available,https://vancouver.craigslist.ca/rds/apa/d/concord-gardens-richmond-new/6636424586.html
,,,2018-07-06T16:19:03-0700,"
        ,
Desirable Fleetwood area with easy access to the freeway. Very close to schools, shopping, restaurants and recreation. 2-Storey home in excellent condition with loads of updates. 2,150 sq ft, 3 Baths, 3 bedrooms PLUS DEN (could be 4th bedroom). Very well maintained & move-in ready. Featuring new appliances, new laminate flooring, roof and hot water tank only 3 yrs old, 2 gas Fireplaces & and much more. 7,115 sq. ft. level lot, extra parking for boat or RV. LOCATION, LOCATION - Steps to Berkshire Elementary, Surrey Christian School & minutes to Johnston Heights Secondary and all the amenities of Guildford Town Center including the Recreation Center, Mall and Theaters. Great freeway access and transit is just one block away.    ",49.173024, (Surrey),-122.793509,"$2,600",,/ 4br ,Craigslist, 2150ft,Surrey- Fleetwood Well Maintained Single House Availabl,https://vancouver.craigslist.ca/rds/apa/d/surrey-fleetwood-well/6636624942.html
,,,2018-07-06T16:19:26-0700,"
        ,
53 7xx7 210 STREET Langley Willoughby Heights V2Y 0T3,
,
No Smoking!,
,
Property Details:,
Status: Available Aug 1!,
Property Type: House,
Rent: $2450 plus utilities,
Floor area: 1,764,
Bedroom(s): 3,
Bathroom(s): 3,
Kitchen(s): 1,
Appliances: Washer, dryer, fridge, stove, dishwasher,
Laundry: on site,
Pets: No,
Parking: 1 covered parking,
,
Modern & bright 3 bdrm/3 bath townhome with 1,764 sq ft. of living space! OPEN CONCEPT main floor feat. living rm w/cozy FIREPLACE, GOURMET KITCHEN w/sparkling white QUARTZ COUNTERTOPS, S/S APPLIANCES & TONS OF CUPBOARDS, 2 pce powder rm, spacious dining rm w/doors onto LARGE PATIO, perfect for enjoying morning coffee! Upstairs has 2 large bedrooms & 4 pce main bath plus master suite with GORGEOUS ENSUITE & WALK IN CLOSET! Added bonus flex room in basement is perfect for media/games rm or kids playroom! Quality finishing throughout & fantastic layout allows access from both the street & inside the complex. This one will not disappoint so CALL TODAY!,
,
References and credit/EMPLOYMENT check are required.,
,
Sincere Real Estate Services Ltd. -- Professional property management company!,
Don't be a victim, always make sure the person who is renting the property is an Owner or the Owners Agent.,
,
All or any measurements contained in any advertising has been obtained by a third party. All information contained within is subject to change, removal or error and does not constitute an agreement. All advertised information must be verified by the renting party prior to entering into an agreement.,
,
Contact Sincere Real Estate Services Ltd. to book a showing!  ,
    ",49.1285, (Langley),-122.6236,"$2,450",,/ 3br ,Craigslist, 1764ft,Langley Willoughby Heights Modern bright 3 bdrm 3 bath townhome,https://vancouver.craigslist.ca/rds/apa/d/langley-willoughby-heights/6636432851.html
,,,2018-07-06T16:24:44-0700,"
        ,
2xx5 128 STREET South Surrey V4A 3W1,
,
No Smoking!,
,
Property Details:,
Status: Available Now!,
Property Type: House,
Rent: $2400 plus utilities,
Floor area: 1,211,
Lot Area (sq.ft.): 17,816,
Bedroom(s): 3,
Bathroom(s): 1,
Kitchen(s): 1,
Appliances: Washer, dryer, fridge, stove, dishwasher,
Laundry: on site,
Pets: Ok!,
Parking: 1 covered parking,
,
Fabulous Ocean Park Location. Large 17,816 sq. ft. lot with a 3 bedroom/1 bathroom rancher to live now or build your dream home! Great living space with huge deck and hot tub overlooking beautiful trees and private setting. Huge insulated workshop for your projects. Close to transit and top ranked Crescent Park Elementary. Elgin Secondary High School Catchment. Close to Shopping, the Beach and Crescent Park.  ,
,
References and credit/EMPLOYMENT check are required.,
,
Sincere Real Estate Services Ltd. -- Professional property management company!,
Don't be a victim, always make sure the person who is renting the property is an Owner or the Owners Agent.,
,
All or any measurements contained in any advertising has been obtained by a third party. All information contained within is subject to change, removal or error and does not constitute an agreement. All advertised information must be verified by the renting party prior to entering into an agreement.,
,
Contact Sincere Real Estate Services Ltd. to book a showing!  ,
    ",49.044527, (Surrey),-122.867322,"$2,400",,/ 3br ,Craigslist, 1211ft,South Surrey Fabulous Ocean Park Location 3br 1ba house for rent!,https://vancouver.craigslist.ca/rds/apa/d/south-surrey-fabulous-ocean/6636437093.html
,,,2018-07-06T16:28:16-0700,"
        ,
*RARE GROUND LEVEL SUITE IN THIS AREA*,
2 bedroom 1 bathroom ground level suite available in the heart of white rock. This suite has brand new kitchen just built in. This suite walks out to a private patio and a huge and clean backyard. Very well kept suite for personal use. Never rented before. The house is on a very quiet street. Very nice neighbourhood.,
This suite includes ,
,
- spacious 1,000sft living area,
- Stove, Fridge.,
- All Utilities Including Gas/Hydro/Water,
- Gas fireplace,
- High Speed Wifi Internet.,
- 3 min away from laundry store ,
- Full Bathroom,
- Separate Entrance to Basement Suite from side of the house,
-Lots of Street Parking,
-Close to White rock Beach - 2 mins drive,
-All Stores in White rock/South Surrey are nearby,
-Peace Arch Hospital - 10 Mins walk ,
-Bus Stop just beside us.,
-Earl Marriott Secondary School - 10 mins walk,
-Peace Arch Elementary - in the same lane, just 2 houses away,
- Very easy going landlords :),
,
- STRICTLY No Smoking ,
- STRICTLY No Drugs ,
- No late night parties,
- Half months deposit required,
- Only cat or a small dog allowed (pet deposit required),
- Employment and Landlord References Required ,
-Credit check required,
,
,
  Rent- $1700/month,
No laundry included in the rent, but it can be considered.,
,
Available to rent from july 15th(preffered) ,
or august 1st 2018,
,
If interested, Please call or text message Supreet @  ,
 and I will arrange a viewing for you. ,
,
Thanks.    ",49.025606, (white rock),-122.783025,"$1,700",,/ 2br ,Craigslist, 1000ft,2 bedroom ground level suite available in THE HEART OF WHITE ROCK,https://vancouver.craigslist.ca/rds/apa/d/2-bedroom-ground-level-suite/6636626436.html
,,,2018-07-04T15:44:17-0700,"
        ,
2 bedroom suite available August 1. ,
New house, Clean, spacious, Cloverdale park, school, bus, shopping, pizza, gym all walking distance. Laundry, cable and internet included.  Looking for a preferably single person or a couple. Long term rent is available. Please no smoking or pets we have kids.  Will require proof of employment and reference. Call for showing open house. Highly sought after safe neighborhood feel.    ",49.117942, (Cloverdale),-122.764915,"$1,300",,/ 2br ,Craigslist, 1500ft,2 bedroom basement for rent,https://vancouver.craigslist.ca/rds/apa/d/2-bedroom-basement-for-rent/6634760783.html
,,,2018-07-06T16:20:19-0700,"
        ,
1506 13303 103A AVENUE,
,
Wave Living offers spacious Balconies to enjoy the fantastic views. The Stunning Architecture coupled with,
intelligent design makes Rize Alliances latest offering a must see! Wave's Central City location offers a,
convenient proximity to the sky train, shopping and SFU.,
,
Features:,
1 Living Room,
1 Kitchen,
1 Den,
1 Bedroom,
1 Bathroom,
,
What else is included:,
- Clothes Washer,
- Dryer,
- Fridge,
- Stove,
- Dish Washer,
- 1 Parking,
,
Preference will go to those who can provide:,
- Good References,
- Proof of work or Record of Employment (or student with financial banking),
- Credit check upon request,
- Someone who is quiet and respectful,
- People who are non-smokers,
- People with no pets,
Price per month: $1300,
,
Availability: Available immediate, 2018 for a minimum one year lease.,
,
If interested for viewing.,
- Please schedule a showing through email or text message,
- Email - Peter  ,
,
*Please specify the location and unit (recommend to include the craigslist link),
*Please include a basic bios, contact information and availability to schedule a showing time.,
,
Disclaimer: The above information, while deemed to be correct, is not guaranteed. Suites are not furnished,
as depicted in photos. Pictures and views are of display suites only.    ",49.190939,"
        (",-122.853863,"$1,300",,/ 1br ,Craigslist, 522ft,Central location with 1BD near SFU in surrey,https://vancouver.craigslist.ca/rds/apa/d/central-location-with-1bd/6636433534.html
,,,2018-07-06T16:34:11-0700,"
        ,
A two bedroom basement located in a desirable, peaceful, safe neighborhood, near to Secondary school . Bus stop at a walking distance. Looking for family  willing to sign 1 Year contract at least. No short term Tenants .,
Two reference one from previous landlord. Half month Security Deposit Required,
If seriously interested, please email me or call me with information about yourself.,
,
    ",49.12358, (SURREY),-122.869539,"$1,100",,/ 2br ,Craigslist,,Basement for rent,https://vancouver.craigslist.ca/rds/apa/d/basement-for-rent/6636444394.html
,,,2018-07-06T16:44:49-0700,"
        ,
1xx0 OCEAN SURF PLACE South Surrey White Rock V4A 9P1,
,
No Smoking! No pets!,
,
Property Details:,
Status: Available Aug 16!,
Property Type: House,
Rent: $3600 plus utilities,
Floor area: 3,051,
Lot Area (sq.ft.): 7,047,
Bedroom(s): 5,
Bathroom(s): 4,
Kitchen(s): 1,
Appliances: Washer, dryer, fridge, stove, dishwasher,
Laundry: on site,
Parking: 2 covered parking,
,
Unbeatable location in sought after Ocean Park! This beautiful 4 level split family home is located on a quiet street in one of Ocean Park's most desirable neighborhoods. Only minutes away from Ocean Cliff Elementary School. This roomy 5 bedroom, 4 bathroom, 3051 square foot home has more than enough space for the entire family. Quality construction features large windows, hardwood floors, French doors, an updated kitchen with Stainless Steel appliances and granite throughout. The sunny 7047 square foot is fully fenced lot with a generously sized deck for your outdoor fun and family BBQ's.  A short distance to the beach and all the amenities Ocean Park Village has to offer.,
,
References and credit/EMPLOYMENT check are required.,
,
Sincere Real Estate Services Ltd. -- Professional property management company!,
Don't be a victim, always make sure the person who is renting the property is an Owner or the Owners Agent.,
,
All or any measurements contained in any advertising has been obtained by a third party. All information contained within is subject to change, removal or error and does not constitute an agreement. All advertised information must be verified by the renting party prior to entering into an agreement.,
,
Contact Sincere Real Estate Services Ltd. to book a showing!  ,
    ",49.037143, (white rock),-122.825212,"$3,600",,/ 5br ,Craigslist, 3051ft,Unbeatable location 5br 4ba in sought after Ocean Park,https://vancouver.craigslist.ca/rds/apa/d/unbeatable-location-5br-4ba/6636452530.html
,,,2018-07-06T17:03:36-0700,"
        ,
NO SMOKING OR PETS,
,
BASEMENT IS SUITED A FOR FAMILY AS THERE ARE CHILDREN UPSTAIRS AND ITS A CHILD FRIENDLY NEIGHBORHOOD.,
,
,
Maximums ,
,
2 adult with up to 2 children,
,
1 adult with up to 2 children,
,
References (work and previous landlords) and a criminal record checks are required.,
,
Large 2 bedroom for rent, available July 15, 2018.,
,
Large living room with laminate floor.,
,
Full Kitchen with plenty of storage which is seperate from the Living room.,
,
Full bathroom with tub/shower.,
,
2 Bedrooms with carpet and closet.,
,
Parking for 1 Vehicle in my driveway, ALL visitors must find parking on the street , NO EXCEPTIONS.,
,
NO LAUNDRY ONSITE NOR IS THERE A HOOKUP IN THE SUITE.,
,
NO SMOKING OF ANY KIND(CIGARETTES, WEED, E-CIGARRETE, VAPORIZER) INSIDE OR ON THE PROPERTY,  OR MY NIEGHBORS PROPERTIES. NO EXCEPTIONS. THIS INCLUDES YOUR GUESTS.,
,
,
,
Please email me with your phone number and I will call you, emails with no contact info will not be responded too.    ",49.113694, (Surrey),-122.867838,"$1,500",,/ 2br ,Craigslist,,"Large 2 bedroom ABOVE ground basement NO PETS,PARTYING OR SMOKING",https://vancouver.craigslist.ca/rds/apa/d/large-2-bedroom-above-ground/6636466213.html
,,,2018-07-06T17:04:47-0700,"
        ,
Available now,
,
=========Open house==========,
Date: Sunday July 8th, 2018 2:00-3:00pm only one hour,
Address: 1547x- 112 Ave Surrey V3R 6H1 ,
Contact: please reply this rent ad by email, ,
pls text at 2 hrs before the showing to confirm if it is still available.,
= = = = = = = = = = = = = = = = = = = = = = = = =,
,
Fully finished, landlord provide completely furniture and cookware, bring your suite-case and move in. Suitable new comer without own furniture. Small pet is welcome. ,
1. Charming and cozy single house 3 bed + 2.5 bath , two level. ,
2. Interior 2,500 sqft on 7,617 sqft lot.,
3. Upper floor - 3 bedroom, 2 full bathroom, skylight, very bright. ,
4. Main floor - living, kitchen, family, laundry, with hardwood and tile floor, easy to clean. ,
5. Huge backyard with deck, perfect for B.B.Q. and summer activities, beautiful landscape,
7. Fully closed backyard, very privacy and safe for kids play. ,
8. Finished garages flooring, could be home gym or band.,
,
Located at Fraser Heights, the best area at North Surrey BC. ,
,
Exellent schools around:,
1. Fraser Heights Secondary G8 - 12,
2. Dogwood Elementry K - G7,
3. Pacific Academy K - G12,
,
Bus 337 to Surrey Central Skytrain Station 15 minutes.,
,
No smoke, small pets are ok, good credit and reference family.,
Looking for long term tenants, at least one year.,
Available now    ",49.206107, (Fraser Heights North Surrey),-122.793337,"$2,350",,/ 3br ,Craigslist, 2500ft,"Chaming fully finished  house, 3bed, 2.5bath",https://vancouver.craigslist.ca/rds/apa/d/chaming-fully-finished-house/6636467047.html
,,,2018-07-06T16:46:51-0700,"
        ,
10xx1 80 AVE DELTA V4C 1W1,
,
Property Details:,
- Status: Available Now!,
- Rent: $1750 Plus 1/3Utilities,
- Property Type:   Basement Suite,
- basement area: 1,260 sq.ft.,
- Bedroom(s): 2,
- Den: 1,
- Bathroom(s): 1.5,
- Appliances: ClthWsh/Dryr/Frdg/Stve/DW, ,
,
References and credit/EMPLOYMENT check are required.,
,
Sincere Real Estate Services Ltd. -- Professional property management company!,
Don't be a victim, always make sure the person who is renting the property is an Owner or the Owners Agent.,
,
All or any measurements contained in any advertising has been obtained by a third party. All information contained within is subject to change, removal or error and does not constitute an agreement. All advertised information must be verified by the renting party prior to entering into an agreement.,
,
Contact Sincere Real Estate Services Ltd. to book a showing!  ,
    ",49.148358, (delta),-122.924801,"$1,750",,/ 2br ,Craigslist, 1260ft,Delta Huge 2br 2ba +1den Basement Suite for rent,https://vancouver.craigslist.ca/rds/apa/d/delta-huge-2br-2ba-1den/6636454077.html
,,,2018-07-06T17:04:54-0700,"
        ,
More properties available: http://sincerealty.com/en/contract_type/rent,
,
1xx19 34TH AVENUE, South Surrey V4P 2A9,
,
 Property Details:,
 - Status: Available Aug 1!  ,
 - Rent: $4,500,
 - Property Type: House,
 - Floor Area: 5,539 sq.ft.,
 - Bedroom(s): 6,
 - Bathroom(s): 4,
 - Appliances: Washer, dryer, fridge, stove, dishwasher,
,
Bayview Elegant Gated Estate On Acre With Water, Valley and Mountain Views. Rare find! Total privacy yet walk to new shops, golf and water front parks. Newly renovated English Tudor home, 5539 sq ft plan bordering secluded park. New high end stainless and granite kitchen, updated baths, natural oak flooring, detailed millwork, freestanding spiral staircase plus double aspect living room. 4 bedrooms up including large master suite with view deck. New roof, 800 SF Italian porcelain tiled view sun deck from main level. Lower level games room, sleek kitchen two additional bedrooms walk out to stone patio, outdoor fireplace rustic wine room and 2 forest decks. Very special setting in upscale area.,
,
 References and credit/EMPLOYMENT check are required.,
,
 Sincere Real Estate Services Ltd. -- Professional property management company!,
 Don't be a victim, always make sure the person who is renting the property is an Owner or the Owners Agent.,
,
 All or any measurements contained in any advertising has been obtained by a third party. All information contained within is subject to change, removal or error and does not constitute an agreement. All advertised information must be verified by the renting party prior to entering into an agreement.,
,
 Contact Sincere Real Estate Services Ltd. to book a showing!  ,
    ",49.063377, (Surrey),-122.837169,"$4,500",,/ 6br ,Craigslist, 5539ft,Surrey Elegant Gated Estate On Acre With Water Valley and Mount view!,https://vancouver.craigslist.ca/rds/apa/d/surrey-elegant-gated-estate/6636467110.html
,,,2018-07-06T17:21:23-0700,"
        ,
,


,

,
Bedrooms: 4,
Bathrooms: 4,
Finished area: 2800sf ,
Levels: 3,
Fireplaces: 2,
Flooring: tiles, carpets mixed,
Outdoor: landscaped front yard, fenced backyard, sundeck,
Parking: attached garage + driveway,

Deposits: half a month security deposit.,
Lease term: minimum one year lease.,
Pets: sorry not this one.,
Absolutely no smoking please.,

, fridge, stove, microwave, dishwasher, and washer & dryer.,
, electricity, natural gas, telephone, cable, internet.,
____________________________________________________________________________,

, Quiet neighborhood in Fraser Heights.  Conveniently close to Hwy #1 and Guildford Shopping Mall full of shops and restaurants.  The house is also near transit bus routes, a short walk to Northview Park and ten minutes from Fraser Heights Recreation Center.,

, This well-maintained 2 storey home located in a quiet cul-de-sac family neighborhood. It features 4 bedrooms up with 2 ensuites and one den on main, spacious living room ,dining room, family room with cosy gas fireplace, gourmet kitchen with extra large granite island, 2 fireplaces, 4 full baths, grand foyer, east facing backyard, radiant hot water heat, new hot water tank, tiled roof, maple cabs, walk-in pantry , 9' high ceiling , lots of crown mouldings and extra crawl space for storage.  No pets, non smoking , minimum one year fixed term lease.,
____________________________________________________________________________,

For viewing appointments, please contact:,

, at , or  ,
,

____________________________________________________________________________,

Property represented and posted by:,

Sunstar Realty Ltd.,
#6- 3003 Kingsway,
Vancouver, BC. V5R 5J6.,

-	We do not charge prospective tenants any handling fees, application fees or processing fees., 
-	This property is not offered on a first come first serve basis; all applications will be carefully screened before presentation to owners for selection.,
-	It takes 2 to 3 business days to process each completed application.,
-	Payments from all major credit cards and direct debit accepted (subject to transaction fees charged by Rentmoola, and only applicable to fully managed properties).,
-	All measurements are approximate and all information presented herein obtained from sources believed to be reliable; user to verify and be aware that Sunstar does not assume any responsibility and/or liability for the accuracy of such.,
    ",49.205206," (11186 156 Street, Surrey)",-122.789297,"$2,800",,/ 4br ,Craigslist, 2800ft,Fraser Heights 2 Storey 4 Bed 4 Bath 2800sf House w/ Huge Yards,https://vancouver.craigslist.ca/rds/apa/d/fraser-heights-2-storey-4-bed/6636478831.html
,,,2018-07-06T17:17:45-0700,"
        ,
We have a 2200 sq ft home available for rent for September 1st for $2800 not including utilities (water, hydro, gas, etc).,
,
2 story home in a quiet, established, family friendly area. (189 and 60B),
Living, dining, kitchen, and family room plus 1/2 washroom on the main floor.,
3 nice sized rooms plus a den, 2 full washrooms upstairs. Master bedroom has a walk-in closet!,
New washer and dryer (energy efficient!) Stainless steel appliances in the kitchen. Quartz countertops throughout. ,
Super bright house. Lots of windows.,
Yard is a little over 8000 sq ft. Large patio deck (half covered and half open). ,
Located close to East View Park. ,
In catchment for Latimer Elementary and Clayton Heights Secondary.,
Garage has space for 2 small vehicles plus a nice sized driveway. ,
Heating is forced air and there are two gas fireplaces on the main floor as well.,
,
We are looking for: ,
A nice, responsible family to rent long term. ,
Non-smoking (cigarettes, pot, or otherwise). No pets (goldfish are okay).,
Reference check(s),
,
    ",49.11304, (Cloverdale),-122.696428,"$2,800",,/ 3br ,Craigslist,,3 Bedroom House for Rent,https://vancouver.craigslist.ca/rds/apa/d/3-bedroom-house-for-rent/6636476271.html
,,,2018-07-04T10:28:27-0700,"
        ,
upper house living, with yard and garage. Large Living area, Big family area. 2, or 3 bedrooms as you choose. 1.5 washrooms. price as per the area. n/s n/p.,
(2 bedroom 1950, 3 bedrooms 2250. You pay your utilities) ,
serious inquiries only with your relevant info.    ",49.170105, (guildford-fleetwood),-122.790087,"$1,950",,/ 2br ,Craigslist, 1500ft,upper house for rent,https://vancouver.craigslist.ca/rds/apa/d/upper-house-for-rent/6634391466.html
,,,2018-07-06T17:12:59-0700,"
        ,
Upper level 3 bedroom, 1 full washroom, 1 kitchen, living room everything updated laundry included share with basement tenants park on driveway or on street parking cul-de-sec location , no pets no smoking no drugs . Students are welcome    ",49.133888, (SURREY),-122.859697,"$2,000",,/ 3br ,Craigslist, 1100ft,House rent,https://vancouver.craigslist.ca/rds/apa/d/house-rent/6636472645.html
,,,2018-07-06T17:45:24-0700,"
        ,
The Mint in South Surrey / Whiterock. $1500 plus utilities / 1 BR (with two large closets), 1 BA, Bright, Ground Floor, South Facing, open concept, high ceilings, large windows, high quality kitchen with granite counters and stainless steel appliances -- 700 ft2 plus spacious private covered patio. 1 underground parking spot and 1 storage locker. Pls reply to book appointment to view. Ready date to move in 1 August or earlier.,
,
This large one bedroom apartment includes euro styled cabinets, stainless steel refrigerator, dishwasher, stove, range hood/microwave, granite countertops, and washer/dryer.,
,
The Mint amenities include common area and fitness room/gym overlooking private garden area (see pictures). ,
,
Walk to shopping, restaurants, pubs, banks, and medical services. 1 min. walk to the bus stop, 2.5 km walk to the beach.,
One year lease contract,
No pets, No drugs, no Smoking inside of apartment,
Previous landlord reference required,
Credit check will be completed.,
,
See attached pictures.,
    ",49.036573, (South Surrey),-122.801626,"$1,500",,/ 1br ,Craigslist, 700ft,"Apt for Rent - Bright, South Facing, Grnd flr, Open floor Plan",https://vancouver.craigslist.ca/rds/apa/d/apt-for-rent-bright-south/6636494463.html
,,,2018-07-06T17:31:49-0700,"
        ,
Seeking a non-smoking, respectful, quiet living middle age or older tenant to rent a one bedroom condo minutes from the beach.,
Hot water is included in the rent and there is a laundry in the building.    ",49.023143, (White Rock),-122.811989,"$1,300",,/ 1br ,Craigslist, 650ft,One bedroom minutes from the beach!,https://vancouver.craigslist.ca/rds/apa/d/one-bedroom-minutes-from-the/6636485536.html
,,,2018-07-04T07:05:12-0700,"
        ,
The Mint in South Surrey / Whiterock. $1500 plus utilities / 1 BR (with two large closets), 1 BA, Bright, Ground Floor, South Facing, open concept, high ceilings, large windows, high quality kitchen with granite counters and stainless steel appliances -- 700 ft2 plus spacious private covered patio. 1 underground parking spot and 1 storage locker. Pls reply to book appointment to view. Ready date to move in 1 August.,
,
This large one bedroom apartment includes euro styled cabinets, stainless steel refrigerator, dishwasher, stove, range hood/microwave, granite countertops, and washer/dryer.,
,
The Mint amenities include common area and fitness room/gym overlooking private garden area (see pictures). ,
,
Walk to shopping, restaurants, pubs, banks, and medical services. 1 min. walk to the bus stop, 2.5 km walk to the beach.,
One year lease contract,
No pets, No drugs, no Smoking inside of apartment,
Previous landlord reference required,
Credit check will be completed.,
,
See attached pictures.,
    ",49.036573, (South Surrey),-122.801626,"$1,500",,/ 1br ,Craigslist, 700ft,"Apt for Rent - Bright, South Facing, Grnd flr, Open floor Plan",https://vancouver.craigslist.ca/rds/apa/d/apt-for-rent-bright-south/6634226554.html
,,,2018-07-04T12:48:34-0700,"
        ,
Don't Miss Out!,
,
Gorgeous executive 3 bedroom main & upper level of newly renovated home,
High end finishing's, rare find!,
,
Just a hop, skip, and jump from one of BC's most BEAUTIFUL Beaches,
Mount Baker & Water Views,
,
,
3 Bedrooms, 2 Bathrooms located in excellent neighbourhood,
Brand new gourmet kitchen, with stainless appliances, new flooring and bathrooms!!,
Sundrenched living room with travertine fireplace,
Master Bedroom with ensuite featuring a soaker tub,
2 Seperate Elegant Closets,
,
Enjoy the 3 DECKS!,
Enjoy your morning coffee on the east facing deck, or spend your afternoon or evening on the private west deck!,
Ground level patio with a peceful landscaped yard,
,
Includes washer dryer in suite and one enclosed garage!,
,
$2750 per month plus portion of utilities,
Will consider small pets with deposit,
,
Please quote ID 1507 when calling or texting    ",49.011574, (Delta),-123.038397,"$2,750",,/ 3br ,Craigslist, 1400ft,GORGEOUS EXECUTIVE Style Home - Steps to The Beach- ID 1507,https://vancouver.craigslist.ca/rds/apa/d/gorgeous-executive-style-home/6635074186.html
,,,2018-07-06T18:42:03-0700,"
        ,
This is a sweet little rancher in the Bridge view area of Surrey. It is located near an elementary school, brand new community center, baseball park, and is walking distance to Scott road sky train station. ,
,
It has two bedrooms, one full bathroom, laundry, a renovated kitchen, dining area and living room.There is a large yard, ideal for kids and pets. There is also a storage space on the side of the house that is covered and locks.    ",49.2105, (11448- 128 Street),-122.867421,"$1,900",,/ 2br ,Craigslist, 1000ft,2 Bedroom Rancher,https://vancouver.craigslist.ca/rds/apa/d/2-bedroom-rancher/6636528088.html
,,,2018-07-06T18:42:26-0700,"
        ,
Heart of Fort Langley nice and bright Over 1200 square feet. Big bedrooms.  Recently renovated with new carpets, new paint and window coverings. Partially covered over 250 sq.ft. deck. Fenced backyard and very low maintenance front yard.  No smoking, no drugs.  Great for working couple or a small family. Walk to schools, downtown Fort Langley, Trails, etc. Pets negotiable. One Parking in the driveway. Plenty in the front yard/street. Washer, Dryer, Fridge, Stove, Dishwasher, Microwave included.  $2000 per month plus utilities.    ",49.1661,"
        (",-122.5792,"$2,000",,/ 2br ,Craigslist,,Bungalow 2 bedroom with office/nook,https://vancouver.craigslist.ca/rds/apa/d/bungalow-2-bedroom-with/6636528298.html
