address,city,country,date,description,lat,location,long,price,province,rooms,source,sqft,title,url
,,,2017-04-27 22:27,,49.034699,,-122.767946,3000,,,,,Landlords Be aware from renting your place to 3 kings development inc,http://vancouver.craigslist.ca/van/apa/6107770006.html
,,,2017-05-01 9:06,,49.064412,,-122.840763,3200,,4,,1800,Surrey Good House For Rent,http://vancouver.craigslist.ca/van/apa/6081499528.html
,,,2017-05-01 13:17,,49.028477,,-122.849103,3000,,3,,2210,"2,210 Sq feet House on 134A St & 14A Ave",http://vancouver.craigslist.ca/van/apa/6096944562.html
,,,2017-04-30 23:40,,49.034844,,-122.840329,3980,,4,,2835,WHOLE HOUSE in South Surrey,http://vancouver.craigslist.ca/van/apa/6072609775.html
,,,2017-05-02 12:50,,49.197729,,-122.772178,2100,,3,,2000,#171 - 3 bdrm Upper Level house at Fraser Height,http://vancouver.craigslist.ca/van/apa/6114327713.html
,,,2017-04-30 17:15,,49.018452,,-122.773976,2900,,5,,3314,Beautiful and quiet house Available now,http://vancouver.craigslist.ca/van/apa/6074010371.html
,,,2017-04-29 19:27,,49.121035,,-122.917871,2600,,5,,2297,*** SUNSHINE HILLS FAMILY HOME *** NORTH DELTA,http://vancouver.craigslist.ca/van/apa/6079943995.html
,,,2017-05-02 12:50,,49.197729,,-122.772178,2100,,3,,2000,#171 - 3 bdrm Upper Level house at Fraser Height,http://vancouver.craigslist.ca/van/apa/6114327713.html
,,,2017-05-02 20:38,,49.121035,,-122.917871,2600,,5,,2297,*** SUNSHINE HILLS FAMILY HOME *** NORTH DELTA,http://vancouver.craigslist.ca/van/apa/6079943995.html
,,,2017-05-01 9:06,,49.064412,,-122.840763,3200,,4,,1800,Surrey Good House For Rent,http://vancouver.craigslist.ca/van/apa/6081499528.html
,,,2017-04-30 23:40,,49.034844,,-122.840329,3980,,4,,2835,WHOLE HOUSE in South Surrey,http://vancouver.craigslist.ca/van/apa/6072609775.html
,,,2017-05-02 20:38,,49.121035,,-122.917871,2600,,5,,2297,*** SUNSHINE HILLS FAMILY HOME *** NORTH DELTA,http://vancouver.craigslist.ca/van/apa/6079943995.html
,,,2017-05-03 22:22,,49.195103,,-122.780248,1350,,,,,"TWO Bedromm Basement, Fraser Heights",http://vancouver.craigslist.ca/van/apa/6116422911.html
,,,2017-05-02 12:50,,49.197729,,-122.772178,2100,,3,,2000,#171 - 3 bdrm Upper Level house at Fraser Height,http://vancouver.craigslist.ca/van/apa/6114327713.html
,,,2017-05-05 8:30,,49.211717,,-122.913143,1700,,3,,,3 br 2 bath laneway house - near 22nd St Skytrain Stn,http://vancouver.craigslist.ca/van/apa/6118312915.html
,,,2017-05-04 22:27,,49.034699,,-122.767946,3000,,,,,Landlords Be aware from renting your place to 3 kings development inc,http://vancouver.craigslist.ca/van/apa/6107770006.html
,,,2017-05-05 15:57,,49.028477,,-122.849103,3000,,3,,2210,"2,210 Sq feet House on 134A St & 14A Ave",http://vancouver.craigslist.ca/van/apa/6096944562.html
,,,2017-05-02 12:50,,49.197729,,-122.772178,2100,,3,,2000,#171 - 3 bdrm Upper Level house at Fraser Height,http://vancouver.craigslist.ca/van/apa/6114327713.html
,,,2017-05-02 20:38,,49.121035,,-122.917871,2600,,5,,2297,*** SUNSHINE HILLS FAMILY HOME *** NORTH DELTA,http://vancouver.craigslist.ca/van/apa/6079943995.html
,,,2017-05-06 16:48,,49.195103,,-122.780248,1350,,,,,"TWO Bedromm Basement, Fraser Heights",http://vancouver.craigslist.ca/van/apa/6120538579.html
,,,2017-05-04 22:27,,49.034699,,-122.767946,3000,,,,,Landlords Be aware from renting your place to 3 kings development inc,http://vancouver.craigslist.ca/van/apa/6107770006.html
,,,2017-05-05 8:30,,49.211717,,-122.913143,1700,,3,,,3 br 2 bath laneway house - near 22nd St Skytrain Stn,http://vancouver.craigslist.ca/van/apa/6118312915.html
,,,2017-05-05 15:57,,49.028477,,-122.849103,3000,,3,,2210,"2,210 Sq feet House on 134A St & 14A Ave",http://vancouver.craigslist.ca/van/apa/6096944562.html
,,,2017-05-06 7:59,,49.195103,,-122.780248,1350,,,,,"TWO Bedromm Basement, Fraser Heights",http://vancouver.craigslist.ca/van/apa/6119737814.html
,,,2017-05-06 16:36,,49.195103,,-122.780248,1350,,,,,"TWO Bedromm Basement, Fraser Heights",http://vancouver.craigslist.ca/van/apa/6120525816.html
,,,2017-05-04 22:27,,49.034699,,-122.767946,3000,,,,,Landlords Be aware from renting your place to 3 kings development inc,http://vancouver.craigslist.ca/van/apa/6107770006.html
,,,2017-05-05 8:30,,49.211717,,-122.913143,1700,,3,,,3 br 2 bath laneway house - near 22nd St Skytrain Stn,http://vancouver.craigslist.ca/van/apa/6118312915.html
,,,2017-05-05 15:57,,49.028477,,-122.849103,3000,,3,,2210,"2,210 Sq feet House on 134A St & 14A Ave",http://vancouver.craigslist.ca/van/apa/6096944562.html
,,,2017-05-06 14:22,,49.212159,,-122.816162,1900,,,,,/ 4br - Temporary Accommodation 4 Bedroom Bellyful Home,http://vancouver.craigslist.ca/van/apa/6120371593.html
,,,2017-05-08 13:19,,49.148267,,-122.794947,3600,,4,,1970,Family home for rent!!!,http://vancouver.craigslist.ca/van/apa/6123122767.html
,,,2017-05-08 6:40,,49.121035,,-122.917871,2600,,5,,2297,*** SUNSHINE HILLS FAMILY HOME *** NORTH DELTA,http://vancouver.craigslist.ca/van/apa/6079943995.html
,,,2017-05-04 22:27,,49.034699,,-122.767946,3000,,,,,Landlords Be aware from renting your place to 3 kings development inc,http://vancouver.craigslist.ca/van/apa/6107770006.html
,,,2017-05-07 19:01,,49.028477,,-122.849103,3000,,3,,2210,"2,210 Sq feet House on 134A St & 14A Ave",http://vancouver.craigslist.ca/van/apa/6096944562.html
,,,2017-05-07 19:16,,49.211717,,-122.913143,1700,,3,,,3 br 2 bath laneway house - near 29th St Skytrain Stn,http://vancouver.craigslist.ca/van/apa/6118312915.html
,,,2017-05-09 12:20,,49.174251,,-122.851411,1600,,3,,,Basement Suite For Rent,http://vancouver.craigslist.ca/van/apa/6124571770.html
,,,2017-05-09 13:17,,49.205355,,-122.905178,1600,,2,,1165,Beautiful Spacious 2 Bedroom Suite in Highbourne Tower!,http://vancouver.craigslist.ca/van/apa/6124664332.html
,,,2017-05-08 6:40,,49.121035,,-122.917871,2600,,5,,2297,*** SUNSHINE HILLS FAMILY HOME *** NORTH DELTA,http://vancouver.craigslist.ca/van/apa/6079943995.html
,,,2017-05-09 13:21,,49.212159,,-122.816162,1900,,,,,/ 4br - Temporary Accommodation 4 Bedroom Bellyful Home,http://vancouver.craigslist.ca/van/apa/6120371593.html
,,,2017-05-08 13:19,,49.148267,,-122.794947,3600,,4,,1970,Family home for rent!!!,http://vancouver.craigslist.ca/van/apa/6123122767.html
,,,2017-05-08 13:19,,49.148267,,-122.794947,3600,,4,,1970,Family home for rent!!!,http://vancouver.craigslist.ca/van/apa/6123122767.html
,,,2017-05-09 12:20,,49.174251,,-122.851411,1600,,3,,,Basement Suite For Rent,http://vancouver.craigslist.ca/van/apa/6124571770.html
,,,2017-05-09 13:17,,49.205355,,-122.905178,1600,,2,,1165,Beautiful Spacious 2 Bedroom Suite in Highbourne Tower!,http://vancouver.craigslist.ca/van/apa/6124664332.html
,,,2017-05-09 13:21,,49.212159,,-122.816162,1900,,,,,/ 4br - Temporary Accommodation 4 Bedroom Bellyful Home,http://vancouver.craigslist.ca/van/apa/6120371593.html
,,,2017-05-07 19:01,,49.028477,,-122.849103,3000,,3,,2210,"2,210 Sq feet House on 134A St & 14A Ave",http://vancouver.craigslist.ca/van/apa/6096944562.html
,,,2017-05-07 19:16,,49.211717,,-122.913143,1700,,3,,,3 br 2 bath laneway house - near 29th St Skytrain Stn,http://vancouver.craigslist.ca/van/apa/6118312915.html
,,,2017-05-08 6:40,,49.121035,,-122.917871,2600,,5,,2297,*** SUNSHINE HILLS FAMILY HOME *** NORTH DELTA,http://vancouver.craigslist.ca/van/apa/6079943995.html
,,,2017-05-11 14:09,,49.197729,,-122.772178,2100,,3,,2000,#171 - 3 bdrm Upper Level house at Fraser Height,http://vancouver.craigslist.ca/van/apa/6127673187.html
,,,2017-05-11 13:42,,49.212159,,-122.816162,1900,,,,,/ 4br - Temporary Accommodation 4 Bedroom Bellyful Home,http://vancouver.craigslist.ca/van/apa/6120371593.html
,,,2017-05-11 16:31,,49.034699,,-122.767946,3000,,,,,Landlords Be aware from renting your place to 3 kings development inc,http://vancouver.craigslist.ca/van/apa/6107770006.html
,,,2017-05-07 19:01,,49.028477,,-122.849103,3000,,3,,2210,"2,210 Sq feet House on 134A St & 14A Ave",http://vancouver.craigslist.ca/van/apa/6096944562.html
,,,2017-05-07 19:16,,49.211717,,-122.913143,1700,,3,,,3 br 2 bath laneway house - near 29th St Skytrain Stn,http://vancouver.craigslist.ca/van/apa/6118312915.html
,,,2017-05-08 6:40,,49.121035,,-122.917871,2600,,5,,2297,*** SUNSHINE HILLS FAMILY HOME *** NORTH DELTA,http://vancouver.craigslist.ca/van/apa/6079943995.html
,,,2017-05-09 12:20,,49.174251,,-122.851411,1600,,3,,,Basement Suite For Rent,http://vancouver.craigslist.ca/van/apa/6124571770.html
,,,2017-05-09 13:17,,49.205355,,-122.905178,1600,,2,,1165,Beautiful Spacious 2 Bedroom Suite in Highbourne Tower!,http://vancouver.craigslist.ca/van/apa/6124664332.html
,,,2017-05-08 13:19,,49.148267,,-122.794947,3600,,4,,1970,Family home for rent!!!,http://vancouver.craigslist.ca/van/apa/6123122767.html
,,,2017-05-11 17:59,,49.174251,,-122.851411,1600,,3,,,Basement Suite For Rent,http://vancouver.craigslist.ca/van/apa/6124571770.html
,,,2017-05-11 16:31,,49.034699,,-122.767946,3000,,,,,Landlords Be aware from renting your place to 3 kings development inc,http://vancouver.craigslist.ca/van/apa/6107770006.html
,,,2017-05-11 13:42,,49.212159,,-122.816162,1900,,,,,/ 4br - Temporary Accommodation 4 Bedroom Bellyful Home,http://vancouver.craigslist.ca/van/apa/6120371593.html
,,,2017-05-11 14:09,,49.197729,,-122.772178,2100,,3,,2000,#171 - 3 bdrm Upper Level house at Fraser Height,http://vancouver.craigslist.ca/van/apa/6127673187.html
,,,2017-05-11 17:59,,49.174251,,-122.851411,1600,,3,,,Basement Suite For Rent,http://vancouver.craigslist.ca/van/apa/6124571770.html
,,,2017-05-12 23:21,,49.171014,,-122.837234,1800,,4,,,move in ready Dulpex,http://vancouver.craigslist.ca/van/apa/6129627480.html
,,,2017-05-11 16:31,,49.034699,,-122.767946,3000,,,,,Landlords Be aware from renting your place to 3 kings development inc,http://vancouver.craigslist.ca/van/apa/6107770006.html
,,,2017-05-12 20:08,,49.122896,,-122.890188,1200,,2,,,2 Bedroom Basement (Brand New/2017 Build),http://vancouver.craigslist.ca/van/apa/6129522665.html
,,,2017-05-11 13:42,,49.212159,,-122.816162,1900,,,,,/ 4br - Temporary Accommodation 4 Bedroom Bellyful Home,http://vancouver.craigslist.ca/van/apa/6120371593.html
,,,2017-05-11 14:09,,49.197729,,-122.772178,2100,,3,,2000,#171 - 3 bdrm Upper Level house at Fraser Height,http://vancouver.craigslist.ca/van/apa/6127673187.html
,,,2017-05-11 16:31,,49.034699,,-122.767946,3000,,,,,Landlords Be aware from renting your place to 3 kings development inc,http://vancouver.craigslist.ca/van/apa/6107770006.html
,,,2017-05-12 23:21,,49.171014,,-122.837234,1800,,4,,,move in ready Dulpex,http://vancouver.craigslist.ca/van/apa/6129627480.html
,,,2017-05-14 14:16,,49.174251,,-122.851411,1600,,3,,,Basement Suite For Rent,http://vancouver.craigslist.ca/van/apa/6124571770.html
,,,2017-05-13 21:24,,49.212159,,-122.816162,1900,,,,,/ 4br - Temporary Accommodation 4 Bedroom Bellyful Home,http://vancouver.craigslist.ca/van/apa/6120371593.html
,,,2017-05-12 20:08,,49.122896,,-122.890188,1200,,2,,,2 Bedroom Basement (Brand New/2017 Build),http://vancouver.craigslist.ca/van/apa/6129522665.html
,,,2017-05-13 23:03,,49.031894,,-122.829445,2800,,3,,2300,3 bed/2 1/2 bath House in South Surrey and White Rock for rent,http://vancouver.craigslist.ca/van/apa/6130953034.html
,,,2017-05-11 14:09,,49.197729,,-122.772178,2100,,3,,2000,#171 - 3 bdrm Upper Level house at Fraser Height,http://vancouver.craigslist.ca/van/apa/6127673187.html
,,,2017-05-12 23:21,,49.171014,,-122.837234,1800,,4,,,move in ready Dulpex,http://vancouver.craigslist.ca/van/apa/6129627480.html
,,,2017-05-13 21:24,,49.212159,,-122.816162,1900,,,,,/ 4br - Temporary Accommodation 4 Bedroom Bellyful Home,http://vancouver.craigslist.ca/van/apa/6120371593.html
,,,2017-05-13 23:03,,49.031894,,-122.829445,2800,,3,,2300,3 bed/2 1/2 bath House in South Surrey and White Rock for rent,http://vancouver.craigslist.ca/van/apa/6130953034.html
,,,2017-05-14 14:16,,49.174251,,-122.851411,1500,,3,,,Basement Suite For Rent,http://vancouver.craigslist.ca/van/apa/6124571770.html
,,,2017-05-12 20:08,,49.122896,,-122.890188,1200,,2,,,2 Bedroom Basement (Brand New/2017 Build),http://vancouver.craigslist.ca/van/apa/6129522665.html
,,,2017-05-11 14:09,,49.197729,,-122.772178,2100,,3,,2000,#171 - 3 bdrm Upper Level house at Fraser Height,http://vancouver.craigslist.ca/van/apa/6127673187.html
,,,2017-05-11 16:31,,49.034699,,-122.767946,3000,,,,,Landlords Be aware from renting your place to 3 kings development inc,http://vancouver.craigslist.ca/van/apa/6107770006.html
,,,2017-05-14 14:16,,49.174251,,-122.851411,1500,,3,,,Basement Suite For Rent,http://vancouver.craigslist.ca/van/apa/6124571770.html
,,,2017-05-14 10:27,,49.199433,,-122.918991,2300,,2,,1226,LARGE CONDO FOR RENT,http://vancouver.craigslist.ca/van/apa/6131389051.html
,,,2017-05-11 16:31,,49.034699,,-122.767946,3000,,,,,Landlords Be aware from renting your place to 3 kings development inc,http://vancouver.craigslist.ca/van/apa/6107770006.html
,,,2017-05-12 23:21,,49.171014,,-122.837234,1800,,4,,,move in ready Dulpex,http://vancouver.craigslist.ca/van/apa/6129627480.html
,,,2017-05-13 23:03,,49.031894,,-122.829445,2800,,3,,2300,3 bed/2 1/2 bath House in South Surrey and White Rock for rent,http://vancouver.craigslist.ca/van/apa/6130953034.html
,,,2017-05-12 20:08,,49.122896,,-122.890188,1200,,2,,,2 Bedroom Basement (Brand New/2017 Build),http://vancouver.craigslist.ca/van/apa/6129522665.html
,,,2017-05-16 1:46,,49.162737,,-122.793503,1600,,3,,,Under Renovation Lower Duplex 3 BR and 1 Bath in Fleetwood,http://vancouver.craigslist.ca/van/apa/6133724519.html
,,,2017-05-17 16:15,,49.028477,,-122.849103,3000,,3,,2210,"2,210 Sq feet House on 134A St & 14A Ave",http://vancouver.craigslist.ca/van/apa/6096944562.html
,,,2017-05-17 11:50,,49.197729,,-122.772178,2100,,3,,2000,#171 - 3 bdrm Upper Level house at Fraser Height,http://vancouver.craigslist.ca/van/apa/6135941338.html
,,,2017-05-14 14:16,,49.174251,,-122.851411,1500,,3,,,Basement Suite For Rent,http://vancouver.craigslist.ca/van/apa/6124571770.html
,,,2017-05-13 23:03,,49.031894,,-122.829445,2800,,3,,2300,3 bed/2 1/2 bath House in South Surrey and White Rock for rent,http://vancouver.craigslist.ca/van/apa/6130953034.html
,,,2017-05-12 20:08,,49.122896,,-122.890188,1200,,2,,,2 Bedroom Basement (Brand New/2017 Build),http://vancouver.craigslist.ca/van/apa/6129522665.html
,,,2017-05-12 23:21,,49.171014,,-122.837234,1800,,4,,,move in ready Dulpex,http://vancouver.craigslist.ca/van/apa/6129627480.html
,,,2017-05-14 10:27,,49.199433,,-122.918991,2300,,2,,1226,LARGE CONDO FOR RENT,http://vancouver.craigslist.ca/van/apa/6131389051.html
,,,2017-05-17 11:50,,49.197729,,-122.772178,2100,,3,,2000,#171 - 3 bdrm Upper Level house at Fraser Height,http://vancouver.craigslist.ca/van/apa/6135941338.html
,,,2017-05-16 10:28,,49.212159,,-122.816162,1900,,,,,/ 4br - Temporary Accommodation 4 Bedroom Bellyful Home,http://vancouver.craigslist.ca/van/apa/6120371593.html
,,,2017-05-17 16:15,,49.028477,,-122.849103,3000,,3,,2210,"2,210 Sq feet House on 134A St & 14A Ave",http://vancouver.craigslist.ca/van/apa/6096944562.html
,,,2017-05-14 10:27,,49.199433,,-122.918991,2300,,2,,1226,LARGE CONDO FOR RENT,http://vancouver.craigslist.ca/van/apa/6131389051.html
,,,2017-05-16 1:46,,49.162737,,-122.793503,1600,,3,,,Under Renovation Lower Duplex 3 BR and 1 Bath in Fleetwood,http://vancouver.craigslist.ca/van/apa/6133724519.html
,,,2017-05-17 16:15,,49.028477,,-122.849103,3000,,3,,2210,"2,210 Sq feet House on 134A St & 14A Ave",http://vancouver.craigslist.ca/van/apa/6096944562.html
,,,2017-05-17 11:50,,49.197729,,-122.772178,2100,,3,,2000,#171 - 3 bdrm Upper Level house at Fraser Height,http://vancouver.craigslist.ca/van/apa/6135941338.html
,,,2017-05-19 10:58,,49.200001,,-122.923016,2500,,2,,1150,CONDO FOR RENT (NEW WESTMINSTER),http://vancouver.craigslist.ca/van/apa/6138789934.html
,,,2017-05-19 8:40,,49.212159,,-122.816162,1900,,,,,/ 4br - Temporary Accommodation 4 Bedroom Bellyful Home,http://vancouver.craigslist.ca/van/apa/6120371593.html
,,,2017-05-19 8:55,,49.122896,,-122.890188,1200,,2,,,2 Bedroom Basement for Family (Brand New/2017 Build),http://vancouver.craigslist.ca/van/apa/6129522665.html
,,,2017-05-18 12:15,,49.156324,,-122.925467,2100,,3,,1350,3 Bedroom 2. 5 Bath  Unfurnished Townhouse at Sunstone,http://vancouver.craigslist.ca/van/apa/6137448608.html
,,,2017-05-19 12:34,,49.217135,,-122.922249,1500,,1,,,Brand New! Never lived in! 1 bdrm TOP floor with City/Water View!,http://vancouver.craigslist.ca/van/apa/6138948066.html
,,,2017-05-19 16:49,,49.034699,,-122.767946,3000,,,,,Landlords Be aware from renting your place to 3 kings development inc,http://vancouver.craigslist.ca/van/apa/6107770006.html
,,,2017-05-16 1:46,,49.162737,,-122.793503,1600,,3,,,Under Renovation Lower Duplex 3 BR and 1 Bath in Fleetwood,http://vancouver.craigslist.ca/van/apa/6133724519.html
,,,2017-05-19 8:40,,49.212159,,-122.816162,1900,,,,,/ 4br - Temporary Accommodation 4 Bedroom Bellyful Home,http://vancouver.craigslist.ca/van/apa/6120371593.html
,,,2017-05-19 8:55,,49.122896,,-122.890188,1200,,2,,,2 Bedroom Basement for Family (Brand New/2017 Build),http://vancouver.craigslist.ca/van/apa/6129522665.html
,,,2017-05-20 13:17,,49.202899,,-122.851203,875,,0,,500,2 bedroom $875 All Utiliites included,http://vancouver.craigslist.ca/van/apa/6140481045.html
,,,2017-05-19 16:49,,49.034699,,-122.767946,3000,,,,,Landlords Be aware from renting your place to 3 kings development inc,http://vancouver.craigslist.ca/van/apa/6107770006.html
,,,2017-05-19 10:58,,49.200001,,-122.923016,2500,,2,,1150,CONDO FOR RENT (NEW WESTMINSTER),http://vancouver.craigslist.ca/van/apa/6138789934.html
,,,2017-05-17 11:50,,49.197729,,-122.772178,2100,,3,,2000,#171 - 3 bdrm Upper Level house at Fraser Height,http://vancouver.craigslist.ca/van/apa/6135941338.html
,,,2017-05-17 16:15,,49.028477,,-122.849103,3000,,3,,2210,"2,210 Sq feet House on 134A St & 14A Ave",http://vancouver.craigslist.ca/van/apa/6096944562.html
,,,2017-05-16 1:46,,49.162737,,-122.793503,1600,,3,,,Under Renovation Lower Duplex 3 BR and 1 Bath in Fleetwood,http://vancouver.craigslist.ca/van/apa/6133724519.html
,,,2017-05-19 8:40,,49.212159,,-122.816162,1900,,,,,/ 4br - Temporary Accommodation 4 Bedroom Bellyful Home,http://vancouver.craigslist.ca/van/apa/6120371593.html
,,,2017-05-19 8:55,,49.122896,,-122.890188,1200,,2,,,2 Bedroom Basement for Family (Brand New/2017 Build),http://vancouver.craigslist.ca/van/apa/6129522665.html
,,,2017-05-17 16:15,,49.028477,,-122.849103,3000,,3,,2210,"2,210 Sq feet House on 134A St & 14A Ave",http://vancouver.craigslist.ca/van/apa/6096944562.html
,,,2017-05-20 13:17,,49.202899,,-122.851203,875,,0,,500,2 bedroom $875 All Utiliites included,http://vancouver.craigslist.ca/van/apa/6140481045.html
,,,2017-05-19 10:58,,49.200001,,-122.923016,2500,,2,,1150,CONDO FOR RENT (NEW WESTMINSTER),http://vancouver.craigslist.ca/van/apa/6138789934.html
,,,2017-05-19 16:49,,49.034699,,-122.767946,3000,,,,,Landlords Be aware from renting your place to 3 kings development inc,http://vancouver.craigslist.ca/van/apa/6107770006.html
,,,2017-05-18 12:15,,49.156324,,-122.925467,2100,,3,,1350,3 Bedroom 2. 5 Bath  Unfurnished Townhouse at Sunstone,http://vancouver.craigslist.ca/van/apa/6137448608.html
,,,2017-05-17 11:50,,49.197729,,-122.772178,2100,,3,,2000,#171 - 3 bdrm Upper Level house at Fraser Height,http://vancouver.craigslist.ca/van/apa/6135941338.html
,,,2017-05-17 16:15,,49.028477,,-122.849103,3000,,3,,2210,"2,210 Sq feet House on 134A St & 14A Ave",http://vancouver.craigslist.ca/van/apa/6096944562.html
,,,2017-05-18 12:15,,49.156324,,-122.925467,2100,,3,,1350,3 Bedroom 2. 5 Bath  Unfurnished Townhouse at Sunstone,http://vancouver.craigslist.ca/van/apa/6137448608.html
,,,2017-05-19 8:40,,49.212159,,-122.816162,1900,,,,,/ 4br - Temporary Accommodation 4 Bedroom Bellyful Home,http://vancouver.craigslist.ca/van/apa/6120371593.html
,,,2017-05-22 13:48,,49.174251,,-122.851411,1450,,3,,,Basement Suite For Rent,http://vancouver.craigslist.ca/van/apa/6124571770.html
,,,2017-05-19 8:55,,49.122896,,-122.890188,1200,,2,,,2 Bedroom Basement for Family (Brand New/2017 Build),http://vancouver.craigslist.ca/van/apa/6129522665.html
,,,2017-05-19 16:49,,49.034699,,-122.767946,3000,,,,,Landlords Be aware from renting your place to 3 kings development inc,http://vancouver.craigslist.ca/van/apa/6107770006.html
,,,2017-05-19 10:58,,49.200001,,-122.923016,2500,,2,,1150,CONDO FOR RENT (NEW WESTMINSTER),http://vancouver.craigslist.ca/van/apa/6138789934.html
,,,2017-05-21 13:47,,49.162737,,-122.793503,1600,,3,,,Under Renovation Lower Duplex 3 BR and 1 Bath in Fleetwood,http://vancouver.craigslist.ca/van/apa/6133724519.html
,,,2017-05-17 11:50,,49.197729,,-122.772178,2100,,3,,2000,#171 - 3 bdrm Upper Level house at Fraser Height,http://vancouver.craigslist.ca/van/apa/6135941338.html
,,,2017-05-22 13:48,,49.174251,,-122.851411,1450,,3,,,Basement Suite For Rent,http://vancouver.craigslist.ca/van/apa/6124571770.html
,,,2017-05-23 9:10,,49.212159,,-122.816162,1900,,,,,/ 4br - Temporary Accommodation 4 Bedroom Bellyful Home,http://vancouver.craigslist.ca/van/apa/6120371593.html
,,,2017-05-23 9:12,,49.034699,,-122.767946,3000,,,,,Landlords Be aware from renting your place to 3 kings development inc,http://vancouver.craigslist.ca/van/apa/6107770006.html
,,,2017-05-23 9:15,,49.025618,,-122.792942,1250,,2,,,NICE 2BR Ground Floor in White Rock- a great place for living,http://vancouver.craigslist.ca/van/apa/6144383864.html
,,,2017-05-17 11:50,,49.197729,,-122.772178,2100,,3,,2000,#171 - 3 bdrm Upper Level house at Fraser Height,http://vancouver.craigslist.ca/van/apa/6135941338.html
,,,2017-05-18 12:15,,49.156324,,-122.925467,2100,,3,,1350,3 Bedroom 2. 5 Bath  Unfurnished Townhouse at Sunstone,http://vancouver.craigslist.ca/van/apa/6137448608.html
,,,2017-05-19 10:58,,49.200001,,-122.923016,2500,,2,,1150,CONDO FOR RENT (NEW WESTMINSTER),http://vancouver.craigslist.ca/van/apa/6138789934.html
,,,2017-05-19 8:55,,49.122896,,-122.890188,1200,,2,,,2 Bedroom Basement for Family (Brand New/2017 Build),http://vancouver.craigslist.ca/van/apa/6129522665.html
,,,2017-05-20 13:17,,49.202899,,-122.851203,875,,0,,500,2 bedroom $875 All Utiliites included,http://vancouver.craigslist.ca/van/apa/6140481045.html
,,,2017-05-17 16:15,,49.028477,,-122.849103,3000,,3,,2210,"2,210 Sq feet House on 134A St & 14A Ave",http://vancouver.craigslist.ca/van/apa/6096944562.html
,,,2017-05-24 16:44,,49.025615,,-122.813734,3400,,3,,26000,House for Rent,http://vancouver.craigslist.ca/van/apa/6143043546.html
,,,2017-05-23 18:31,,49.17948,,-122.841622,750,,1,,,Bachelor suite between Hospital & king George skytrain station,http://vancouver.craigslist.ca/van/apa/6145200702.html
,,,2017-05-22 13:48,,49.174251,,-122.851411,1450,,3,,,Basement Suite For Rent,http://vancouver.craigslist.ca/van/apa/6124571770.html
,,,2017-05-23 9:10,,49.212159,,-122.816162,1900,,,,,/ 4br - Temporary Accommodation 4 Bedroom Bellyful Home,http://vancouver.craigslist.ca/van/apa/6120371593.html
,,,2017-05-23 9:12,,49.034699,,-122.767946,3000,,,,,Landlords Be aware from renting your place to 3 kings development inc,http://vancouver.craigslist.ca/van/apa/6107770006.html
,,,2017-05-23 9:15,,49.025618,,-122.792942,1250,,2,,,NICE 2BR Ground Floor in White Rock- a great place for living,http://vancouver.craigslist.ca/van/apa/6144383864.html
,,,2017-05-23 17:24,,49.219223,,-122.910605,1800,,2,,864,Closer than you think,http://vancouver.craigslist.ca/van/apa/6145126175.html
,,,2017-05-19 10:58,,49.200001,,-122.923016,2500,,2,,1150,CONDO FOR RENT (NEW WESTMINSTER),http://vancouver.craigslist.ca/van/apa/6138789934.html
,,,2017-05-18 12:15,,49.156324,,-122.925467,2100,,3,,1350,3 Bedroom 2. 5 Bath  Unfurnished Townhouse at Sunstone,http://vancouver.craigslist.ca/van/apa/6137448608.html
,,,2017-05-21 13:47,,49.162737,,-122.793503,1600,,3,,,Under Renovation Lower Duplex 3 BR and 1 Bath in Fleetwood,http://vancouver.craigslist.ca/van/apa/6133724519.html
,,,2017-05-19 8:55,,49.122896,,-122.890188,1200,,2,,,2 Bedroom Basement for Family (Brand New/2017 Build),http://vancouver.craigslist.ca/van/apa/6129522665.html
,,,2017-05-20 13:17,,49.202899,,-122.851203,875,,0,,500,2 bedroom $875 All Utiliites included,http://vancouver.craigslist.ca/van/apa/6140481045.html
,,,2017-05-23 9:15,,49.025618,,-122.792942,1250,,2,,,NICE 2BR Ground Floor in White Rock- a great place for living,http://vancouver.craigslist.ca/van/apa/6144383864.html
,,,2017-05-23 9:12,,49.034699,,-122.767946,3000,,,,,Landlords Be aware from renting your place to 3 kings development inc,http://vancouver.craigslist.ca/van/apa/6107770006.html
,,,2017-05-24 16:44,,49.025615,,-122.813734,3400,,3,,26000,House for Rent,http://vancouver.craigslist.ca/van/apa/6143043546.html
,,,2017-05-24 17:06,,49.174251,,-122.851411,1450,,3,,,Basement Suite For Rent,http://vancouver.craigslist.ca/van/apa/6124571770.html
,,,2017-05-23 17:24,,49.219223,,-122.910605,1800,,2,,864,Closer than you think,http://vancouver.craigslist.ca/van/apa/6145126175.html
,,,2017-05-24 22:46,,49.179175,,-122.834486,1400,,2,,980,Will be available August 1st 2017,http://vancouver.craigslist.ca/van/apa/6146885845.html
,,,2017-05-23 18:31,,49.17948,,-122.841622,750,,1,,,Bachelor suite between Hospital & king George skytrain station,http://vancouver.craigslist.ca/van/apa/6145200702.html
,,,2017-05-21 13:47,,49.162737,,-122.793503,1600,,3,,,Under Renovation Lower Duplex 3 BR and 1 Bath in Fleetwood,http://vancouver.craigslist.ca/van/apa/6133724519.html
,,,2017-05-20 13:17,,49.202899,,-122.851203,875,,0,,500,2 bedroom $875 All Utiliites included,http://vancouver.craigslist.ca/van/apa/6140481045.html
